1	A Abdelali	Qatar Computing Research Institute, HBKU
1117	P Madhyastha	City, University of London & Imperial College London
1118	P Makarov	University of Zurich, Switzerland
1119	P Manakul	PhD Student, University of Cambridge
1120	P Mehta	Deloitte India (Offices of the US)
1121	PM Htut	AWS AI
1122	P Michel	Post-doc, Center for Data Science/LSCP, École Normale Supérieure
1123	P Milin	Professor, The University of Birmingham, UK
1124	P Nakov	MBZUAI
1125	P Pakray	National Institute of Technology Silchar India
1126	P Pal	University of Edinburgh
1127	PP Chen	PhD student, University of Edinburgh
1128	P Pecina	Charles University
1129	P Poupart	University of Waterloo
1130	P Przybysz	SRPOL
1131	P Raghavan	Vice President, Fidelity Investments. Research Affiliate, MIT CSAIL
1132	P Rani	National University of Ireland
1133	P Rayson	School of Computing and Communications, Lancaster University, UK
1134	P Ren	Northwest University
1135	P Sánchez-Gijon	Grup Tradumàtica, Translation and Interpreting Dept. - Universitat Autònoma de Barcelona
1136	P Setthawong	Department of Digital Business Management, Assumption University
1137	PS Gijón	Grup Tradumàtica, Translation and Interpreting Dept. - Universitat Autònoma de Barcelona
1138	P Shapiro	Johns Hopkins University
1139	P Szolovits	Professor of Computer Science and Engineering, MIT
1140	P Tran	Ton Duc Thang University
1141	P West	University of Washington
1142	P Wilken	Machine Translation Scientist, Apptek
1143	P Xia	Johns Hopkins University
1144	PY Huang	FAIR labs, Meta AI
1145	P Zhang	Damo Academy, Alibaba
1146	Q Chen	NCBI-NLM, National Institutes of Health
1147	Q Cui	Tencent; Nanjing University
1148	Q Fan	Unknown affiliation
1149	Q Liu	Noah's Ark Lab, Huawei
1150	Q Liu	PhD candidate @ USC
1151	Q Liu	iFLYTEK Research
1152	Q Liu	University of Cambridge
1153	QP Nguyen	University of Ulsan
1154	Q Shen	Machine Learning Research Group @ Oracle Labs
1155	QT Tran	University of Hamburg
1156	QV Le	Research Scientist, Google Brain
1157	Q Wang	Shandong First Medical University & Shandong Academy of Medical Sciences
1158	Q Wang	ant-group
1159	Q Wang	Alibaba DAMO Academy
1160	Q Yang	Duke University
1161	Q Yao	Chinese Academy of Sciences
1162	Q Zhang	Professor of Computer Science, Fudan University
1163	Q Zhou	Senior Researcher, Tencent
1164	QZ Sheng	Full Professor, School of Computing, Macquarie University, Sydney, Australia
1165	R Agerri	HiTZ Center - Ixa, University of the Basque Country UPV/EHU
1166	R Agrawal	University of Oxford
1167	R Aharoni	Google Research
1168	R Bawden	Inria
1169	R Cattoni	Fondazione Bruno Kessler, Trento (Italy)
1170	R Chatterjee	Apple Inc
1171	R Cheng	University of Illinois at Urbana–Champaign
1172	R Coto-Solano	Department of Linguistics, Dartmouth College
1173	R Cotterell	ETH Zürich
1174	R Dabre	NICT, Japan
1175	R Dessì	PhD student at FAIR Paris and UPF Barcelona
1176	RD Martinez	PhD Student, University of Cambridge
1177	R Dobreva	PhD student, University of Edinburgh
1178	R Fukuda	Nara Institute of Science and Technology
1179	R Gabriel	Amazon
1180	R Grundkiewicz	Microsoft Research
1181	R Gu	Nanjing Uinviersity
1182	R Haque	School of Computing, National College of Ireland
1183	RHR Hahnloser	Institute of Neuroinformatics, ETH Zurich and University of Zurich
1184	R Islamaj	National Center for Biotechnology Information, National Library of Medicine, National Institutes of
1185	R Jain	Adobe Research
1186	R Kejriwal	Data and Applied Scientist, Microsoft India
1187	R Knowles	Research Associate, National Research Council Canada
1188	R Krislauks	Tilde
1189	R Krišlauks	Tilde
1190	R Kupriyanov	КНИТУ
1191	RL Bras	Allen Institute for Artificial Intelligence
1192	R Leaman	Researcher, NCBI/NLM/NIH
1193	R Li	LAIX Inc.
1194	R Liepins	Institute of Mathematics and Computer Science, University of Latvia
1195	R Lim	Naval Air Warfare Center Weapons Division
1196	R Litschko	University of Mannheim
1197	R Lotufo	Adjunct Professor at Faculty of E&CE, Unicamp, CTO @ NeuralMind
1198	R Muñoz Martín	Università di Bologna; DIT, MC2 Lab
1199	R Navigli	Professor, Sapienza University of Rome
1200	R Nogueira	UNICAMP
1201	R Pang	Apple AI/ML
1202	R Pappagari	The Johns Hopkins University
1203	R Peng	College of Computer Science and Technology, Zhejiang University
1204	R Pryzant	Microsoft
1205	R Punia	Samsung R&D || Delhi Technological University
1206	R Reichart	Technion - Israel Institute of Technology
1207	R Rinott	Applied research scientist, Facebook
1208	R Rosa	Charles University
1209	R Rossi	Adobe Research
1210	R Rubino	NICT
1211	R Sallis	Department of Engineering, University of Cambridge
1212	R Sanabria	The University of Edinburgh
1213	R Santos	University of Lisbon
1214	R Sennrich	University of Zurich
1215	R Setthawong	Assumption University
1216	R Shah	Google
1217	R Shenoy	Senior Software Engineer at Ericsson
1218	R Sudarikov	Institute of Formal and Applied Linguistics, Faculty of Mathematics and Physics, Charles University
1219	RTH Tsai	National Central University; Academia Sinica
1220	RT McCoy	Postdoc in the Department of Computer Science, Princeton University
1221	R Tripodi	Assistant Professor - University of Bologna
1222	R van Noord	Postdoc in the MaCoCu project, University of Groningen
1223	R Vázquez	PhD candidate Language Technology, University of Helsinki
1224	R Wang	Associate Professor, Wuhan University, China
1225	R Wang	Associate Professor of Computer Science, Shanghai Jiao Tong University
1226	R Weng	Alibaba DAMO Academy
1227	R Yan	Renmin University of China. Previously with Peking U. and UPenn
1228	R Yangarber	Associate Professor, University of Helsinki
1229	R Zellers	OpenAI
1230	R Zhang	Assistant Professor, Penn State University
1231	R Zheng	Computing and Software, McMaster University
1232	R Ziai	NLP Engineer at bettermarks & Research Affiliate at University of Tübingen
1233	SAB Andrabi	Assistant Professor Computer Science Engineering, Chandigarh University
1234	S Abdul-Rauf	Fatima Jinnah Women University, Rawalpindi
1235	S Agrawal	University of Maryland, College Park
1236	SA Grönroos	AI Scientist, Silo.AI
1237	S Al-Maadeed	Prof. of Computer Science and Engineering, College of engineering, Qatar University
1238	S Alvarez	Adjunct Professor, Universitat Oberta de Catalunya
1239	S Álvarez-Vidal	Adjunct Professor, Universitat Oberta de Catalunya
1240	S Alzahrani	Taif University
1241	SA Mohamed	Postgraduate Student
1242	S An	CEO @ Murple
1243	S Bandyopadhyay	Director and Professor of Computer Science and Engineering, NIT Silchar
1244	SB Cohen	University of Edinburgh
1245	S Behnke	Professor for Autonomous Intelligent Systems, Computer Science Institute, University of Bonn
1246	S Bell	FedUni; Bureau of Meteorology
1247	S Berrichi	Ph.D candidate, Computer Science, Faculty of Sciences, Mohamed First University, Oujda, Morocco
1248	S Bhattacharyya	Principal, Rajnagar Mahavidyalaya, Birbhum, India
1249	S Bhosale	Facebook AI Research
1250	S Bird	Professor, Charles Darwin University
1251	S Castilho	ADAPT Centre - Dublin City University
1252	S Chandar	Assistant Professor @ Polytechnique Montreal. Mila. Canada CIFAR AI Chair.
1253	S Chauhan	NIT Hamirpur
1254	S Cho	카카오
1255	S Choi	McGill University, Department of Civil Engineering
1256	S Chollampatt	Zoom Video Communications
1257	S Clematide	Institute of Computational Linguistics
1258	SC Lin	University of Waterloo
1259	S Conia	PhD student, Sapienza University of Rome
1260	S Dalmia	Carnegie Mellon University
1261	S Davidson	University of California, Davis
1262	S Ding	Amazon AWS AI Labs
1263	S Doddapaneni	Indian Institute of Technology Madras
1264	S Dupont	University of Mons
1265	S Dutta	Doctoral Researcher, TU Kaiserslautern
1266	S Edunov	Facebook AI Research
1267	SE Eskimez	Microsoft
1268	S Eger	Stand-in Professor, Bielefeld University
1269	S Feng	University of Michigan, Ann Arbor
1270	S Flachs	PhD student, University of Copenhagen
1271	S Frank	Pioneer Centre for AI / University of Copenhagen
1272	S Gabay	University of Geneva
1273	S Garg	Amazon Alexa AI
1274	S Gehrmann	Senior Research Scientist, Google Research
1275	S Gella	Amazon AI
1276	S Gelly	Google Brain Zurich
1277	S Ghosh	Pursuing PhD at Indian Institute of Technology Bombay
1278	S Goldwater	School of Informatics, University of Edinburgh
1279	S Gross	Facebook AI Research
1280	S Gu	CAS/ICT
1281	S Guha	Research Engineer, University of Amsterdam
1282	S Gupta	Research Manager at Facebook
1283	S Gupta	Graduation from IIT Bombay CSE
1284	S Han	Microsoft Research Asia
1285	S He	Microsoft Research Asia
1286	SH Heo	graduate school of artificial intelligence, POSTECH
1287	S Hisamoto	Legalscape
1288	SH Na	Jeonbuk National University
1289	S Huang	Department of Computer Science and Technology, Nanjing University
1290	S Huang	Microsoft Research Asia
1291	SHXL Mao	Beijing Institute of Technology
1292	S Jean	AWS AI Labs
1293	S Jiang	The Chinese University of Hong Kong
1294	S Jiang	Eastern Michigan University
1295	S Joty	Research Director at Salesforce AI Research, Associate Professor at NTU (on leave)
1296	SJ Semnani	PhD Student, Stanford University
1297	S Kasewa	Applied Artificial Intelligence (A2I) lab, Oxford Robotics Institute, Engineering Sciences, University of Oxford
1298	S Kim	University of Michigan, Ann Arbor
1299	S Kiyono	RIKEN AIP, Tohoku University
1300	SK Naskar	Associate Professor, Computer Science & Engineering, Jadavpur University, India
1301	S Kok	National University of Singapore
1302	S Krause	Google
1303	SK Sharma	Department of Chemistry, University of Delhi
1304	S Kuang	BYTEDANCE
1305	S Kumar	Carnegie Mellon University
1306	S Kurohashi	Kyoto University
1307	S Larkin	National Research Council Canada
1308	S Läubli	Zurich University of Applied Sciences
1309	S Li	Professor, University of Texas Health Science Center - Houston; TIRR Memorial Hermann Hospital
1310	S Li	Peking Univ.
1311	S Lima López	Research Engineer, Barcelona Supercomputing Center
1312	S Liu	Microsoft Research Asia
1313	S Loáiciga	University of Gothenburg
1314	S Lu	Microsoft Research Asia
1315	S Luo	Center for Statistical Science and Department of Industrial Engineering, Tsinghua University
1316	S Ma	Microsoft Research Asia
1317	S Ma	Professor at Beihang University, Beijing, China
1318	S Maruf	Monash University
1319	SM Lakew	Applied Scientist, Amazon AI
1320	S Möller	Professor for Quality and Usability, TU Berlin and Department Head, DFKI and Adjunct Professor
1321	S Moon	Tokyo Institute of Technology
1322	SM Shieber	Harvard University
1323	S Narayan	Google
1324	S Neale	Senior Machine Learning Engineer, AMPLYFI Ltd.
1325	S O'Brien	Dublin City University
1326	S Oh	Netmarble AI Center
1327	S Palaskar	Graduate Student at Carnegie Mellon University
1328	S Pal	Saarland University
1329	S Pal	IBM Research
1330	S Panthaplackel	The University of Texas at Austin
1331	S Parida	Silo AI
1332	S Popuri	Research Engineer, Facebook AI
1333	S Potdar	Carnegie Mellon University, IBM Watson
1334	SP Ponzetto	Professor of Information Systems, University of Mannheim
1335	S Reddy	Assistant Professor, Computer Science and Linguistics, McGill University, Mila
1336	S Renals	University of Edinburgh
1337	S Ren	Microsoft Research Asia
1338	S Rezayi	University of Georgia
1339	S Riedel	Professor @ University College London, Researcher @ Facebook AI Research
1340	S Riezler	Professor for Statistical Natural Language Processing, Heidelberg University
1341	SR Indurthi	Zoom AI Lab, Singapore
1342	SR Laskar	Research Scholar
1343	S Rosset	Université Paris-Saclay, CNRS, LISN
1344	S Rothe	Google
1345	S Roy	Waymo
1346	S Ruder	Research Scientist, Google
1347	S Ruseti	University "Politehnica" of Bucharest
1348	S Sabour	Brain, Google
1349	S Saleh	Applied Data Scientist at Microsoft
1350	S Sapre	MS CSE at UC San Diego
1351	S Sarawagi	Indian Institute of Technology Bombay,  Mumbai, India.
1352	S Schamoni	Research Associate, Heidelberg University
1353	S Semeniuta	Samsung AI Center Moscow
1354	S Sen	Zoom
1355	S Sharoff	University of Leeds
1356	S Shi	Tencent AI Lab
1357	S Singhal	Microsoft
1358	SSL Piao	School of Computing and Communications, Lancaster University, UK
1359	S Sofianopoulos	Researcher at Institute for Language and Speech Processing (ILSP / "Athena" R.C.)
1360	S Sonawane	Associate Professor, Computer Engineering Department, Pune Institute of Computer Technology
1361	SSR Kothur	Alumni Masters Student at Johns Hopkins University
1362	S STEINGRÍMSSON	Project Manager, The Árni Magnússon Institute for Icelandic Studies
1363	S Sun	Johns Hopkins University
1364	S Takase	Tokyo Institute of Technology
1365	S Taslimipoor	Research Associate, University of Cambridge
1366	S Tchistiakova	The University of Edinburgh
1367	S Thivaharan	Assistant Professor (Selection Grade), CSE Dept, PSG Institute of Technology and Applied Research
1368	S Thottingal	Wikimedia Foundation, Swathanthra Malayalam Computing
1369	S Truong	VinBrain, VinUniversity
1370	SU Haq	Student, NUST, CEME Pakistan
1371	SU Hussain	NUCES-FAST
1372	S Vogel	Research Director Arabic Language Technologies, Qatar Computing Research Institute
1373	S Wang	Tsinghua University
1374	S Wang	Baidu
1375	S Watanabe	Carnegie Mellon University
1376	S Wilson	Assistant Professor, Oakland University
1377	S Wu	SPPD of Tencent Inc.
1378	S Wu	Bloomberg L.P.
1379	S Xu	Stanford University
1380	S Yang	TAL Education Group
1381	SY Feng	Stanford University, Computer Science PhD Student
1382	SY Min	Carnegie Mellon University
1383	S Yoon	Adobe Research
1384	S Yuan	Google
1385	S Yu	Tsinghua University
1386	S Zhang	University of Texas at Austin
1387	S Zhao	Microsoft
1388	TA Chang	UC San Diego
1389	T Aida	Tokyo Metropolitan University
1390	T Aoki	Tokyo Institute of Technology
1391	T Banerjee	IIT Bombay
1392	TB Bati	Assistant Professor, Information Systems, Hawassa University
1393	T Bergmanis	Tilde, University of Latvia
1394	TC Ferreira	Federal University of Minas Gerais (UFMG)
1395	T Domhan	Machine Learning Scientist, Amazon
1396	TD Singh	Post Doctoral Researcher
1397	T Dwojak	Applica.AI
1398	T Ge	Microsoft Research Asia
1399	T Gui	复旦大学
1400	T Hao	South China Normal University
1401	T Hayashi	Human Dataware Lab. Co., Ltd., Nagoya University
1402	T He	University of California, Berkeley
1403	T He	Microsoft Research Asia
1404	THK Huang	Assistant Professor, Pennsylvania State University
1405	TH Nguyen	University of Oregon
1406	TH Trinh	Google, New York University
1407	T Hu	Zhejiang University
1408	T Kajiwara	Assistant Professor, Ehime University
1409	T Kawahara	Professor, School of Informatics, Kyoto University
1410	TK Lam	PhD student, Heidelberg University
1411	T Kocmi	Senior Researcher, Microsoft
1412	T Lavergne	Associate Professor of Computer Science, LIMSI-CNRS
1413	TLE Tang	Siemens
1414	TL Ha	Zoom Video Communications
1415	T Liu	Distinguished Research Professor of Computer Science, University of Georgia
1416	T Maniar	Uber
1417	T Marco	Zoom Video Communications
1418	TM Cotet	TikTok
1419	T Mickus	University of Helsinki
1420	T Musil	Charles University, Prague
1421	T Nakazawa	The University of Tokyo
1422	T Nguyen	AWS
1423	T Ninomiya	Ehime University, Professor
1424	T Niu	Salesforce Research
1425	TN Le	Ph.D. in Cognitive Computer Science, Université du Québec à Montréal, Canada
1426	T Novotná	Universite libre de Bruxelles
1427	TN Sainath	Principal Research Scientist, Google
1428	T Ord	Future of Humanity Institute, University of Oxford
1429	T Pasini	NLP Research Scientist
1430	TP Tan	Universiti Sains Malaysia
1431	T Qin	Senior Principal Research Manager, Microsoft Research Asia
1432	TQ Nguyen	AWS
1433	T Racharak	Japan Advanced Institute of Science and Technology
1434	T Ruzsics	University of Zurich
1435	T Sara	Head of Research Unit, Fondazione Bruno Kessler
1436	TS Chua	National University of Singapore
1437	T Sellam	Google Research
1438	T Shen	University of Washington
1439	T Shinozaki	Tokyo Institute of Technology
1440	TS Juzek	Kauz Linguistic Technologies
1441	T Srinivasan	University of Southern California
1442	T Tang	Renmin University of China
1443	TTH Nguyen	PTITHCM
1444	T Vaidhya	Indian Institute of Technology Kharagpur
1445	T Vu	Amazon Alexa AI
1446	T Vu	Monash University
1447	TW Chang	Kyonggi University
1448	T Whang	Department of Computer Science and Engineering, Korea University
1449	T Xiao	Professor in Computer Science, Northeastern University (CN)
1450	TY Hsu	Pennsylvania State University
1451	TY Liu	Distinguished Scientist, Microsoft Research | IEEE Fellow | ACM Fellow | AAIA Fellow
1452	T Zenkel	Lilt
1453	T Zhang	HKUST
1454	T Zhang	Beijing Institute of Technology
1455	T Zhao	Binjiang Institute of Zhejiang University, Research Scientist & Director of Om AI Lab.
1456	U Germann	School of Informatics, University of Edinburgh
1457	VA Trinh	CUNY Graduate Center
1458	V Bhardwaj	Facebook
1459	VB Iglesias	PhD Researcher, D-REAL, SALIS, Dublin City University
1460	V Braverman	Associate Professor of Computer Science, Johns Hopkins University
1461	V Briva Iglesias	PhD Researcher, D-REAL, SALIS, Dublin City University
1462	VCD Hoang	Applied Scientist at Oracle
1463	V Chaudhary	Microsoft Turing
1464	VD Solovyev	Kazan Federal University
1465	V Gangal	Carnegie Mellon University
1466	V Gupta	Graduate Student, School of Computing, University of Utah
1467	V Hangya	Ludwig Maximilian University of Munich
1468	V Haralampieva	Imperial College London
1469	VH Nguyen	University of Engineering and Technology, Vietnam National University, Hanoi
1470	V Hoste	Professor of computational linguistics, Ghent University
1471	V Kappatos	Associate Professor, Head of Constructural and Infrastructure Research in Maritime and Air Transport
1472	V Kocijan	University of Oxford
1473	V Logacheva	Skoltech
1474	V Malykh	Kazan Federal University
1475	VM Sánchez-Cartagena	Assistant professor, Universitat d'Alacant
1476	V Mujadia	IIIT-Hyderabad
1477	V Nastase	University of Geneva
1478	VOK Li	The University of Hong Kong
1479	V Papavassiliou	Institute for Language and Speech Processing
1480	V Peddinti	PhD Student, Johns Hopkins University
1481	VP Moreira	Associate Professor, UFRGS
1482	V Raheja	Grammarly
1483	V Raunak	Research Scientist, Microsoft
1484	V Sosoni	Ionian University
1485	V Verma	DAV University
1486	V Zouhar	ETH Zürich, Charles University, Saarland University
1487	W Aransa	Post Doc at LIUM, University du Maine, Le Mans, France
1488	W Aziz	University of Amsterdam
1489	W Chan	Google Brain
1490	W Chen	Tsinghua University, Bytedance
1491	WE Zhang	Lecturer, The University of Adelaide
1492	W Gajewski	Google Research Europe
1493	W Han	National University of Singapore
1494	W Huang	The university of electronic science and technoloty of china
1495	WI Cho	Seoul National University, Department of Electrical and Computer Engineering and INMC
1496	W Jiao	Computer Science & Engineering, The Chinese University of Hong Kong
1497	WK Lee	Pohang University of Science and Technology, POSTECH
1498	W Lam	The Chinese University of Hong Kong
1499	W Lane	Harvard University, MSPRL Director (Mass Spectrometry & Proteomics Resource Lab)
1500	W Lee	Pohang University of Science and Technology, POSTECH
1501	W Li	The Chinese University of Hong Kong, Shenzhen
1502	W Longyue	Tencent AI Lab
1503	W Luo	Alibaba
1504	W Tao	Fudan University
1505	W Tian	University of Electronic Science and Technology of China
1506	W Wang	Microsoft Research
1507	W Wang	X-Mansion
1508	W Wang	Ph.D. Student, University of California Santa Barbara
1509	W Wu	The Chinese University of Hong Kong
1510	W Wu	Master Candidate of Computer Science, Peking University
1511	W Xie	Beijing Language and Culture University
1512	W Xu	Associate Professor, IIIS, Tsinghua University
1513	W Yang	Nanyang Technological University
1514	W Zaghouani	Assistant Professor, Hamad Bin Khalifa University
1515	W Zhang	Samsung Research America
1516	W Zhang	Smart Platform Product Department of Tencent Inc.
1517	W Zhao	Heidelberg Institute for Theoretical Studies, Heidelberg University
1518	W Zhou	ETH Zurich
1519	W Zou	NLP engineer, Netease AI Lab
1520	X Chang	Director of The ReLER Lab and Professor in Artificial Intelligence, University of Technology Sydney
1521	X Chen	Meta AI, Cornell University
1522	X Chen	Huawei Technologies Co.，Ltd.
1523	X Chu	Professor, HKUST(GZ)
1524	X Dai	Nanjing University
1525	X Feng	Jinlin University
1526	X Gao	Research Assistant Professor, University of Pittsburgh
1527	X Garcia	Google
1528	X Geng	Nanjing University
1529	X Geng	Microsoft
1530	X Guo	辽宁石油化工大学 & New Jersey Institute of Technology
1531	X He	Monash University
1532	X Li	PhD Student, University of Texas at Dallas
1533	X Li	Apple
1534	X Li	Meta AI
1535	X Liu	Assistant Professor of Computer Science, Harbin Institute of Technology (Shenzhen)
1536	XL Mao	Beijing Institute of Technology
1537	X Lu	University of Washington
1538	X Ma	Johns Hopkins University
1539	X Niu	Amazon AI
1540	X Ren	Assistant Professor of Computer Science, Viterbi Early Career Chair, USC
1541	X Saralegi	Orai NLP teknologiak
1542	X Saralegi Urizar	Orai NLP teknologiak
1543	X Sheng	University of Science and Technology of China
1544	X Shi	Xiamen University
1545	X Shi	Beijing Institute of Technology
1546	X Soto	PhD student at HiTZ - Ixa in the University of the Basque Country (EHU/UPV).
1547	X Sun	Peking University
1548	X Sun	Associate Professor, Peking University
1549	X Tan	Soochow University
1550	X Tan	Principal Research Manager, Microsoft Research Asia
1551	X Tannier	Sorbonne Université, INSERM, LIMICS
1552	X Wan	Peking University
1553	X Wang	Tencent AI Lab
1554	X Wang	Researcher,  National Institute of Information and Communications Technology (Kyoto, Japan)
1555	X Wang	Fudan University
1556	X Wei	Baidu Inc.
1557	X Wei	Alibaba Group
1558	X Xia	Director of Software Engineering Application Technology Lab, Huawei, China
1559	XY Dai	Nanjing University
1560	X Yi	Microsoft
1561	X Yu	University of Washington
1562	X Zhang	Facebook
1563	X Zhang	PhD student of Electronics Engineering, Tsinghua University
1564	X Zhang	Microsoft Research
1565	X Zhang	Ph.D. student of Computer Science, Johns Hopkins University
1566	X Zheng	Tencent AI Lab
1567	X Zheng	GE, Principal Engineer
1568	X Zhou	Master of computer science, Fudan University
1569	X Zhu	ECE & Ingenuity Labs Research Institute, Queen's University, Canada
1570	Y Adi	The Hebrew University
1571	Y Arase	Osaka University
1572	Y Belinkov	Technion
1573	Y Berzak	Technion, MIT
1574	Y Bisk	Carnegie Mellon University
1575	Y Bizzoni	Göteborg Universität
1576	Y Cao	Tencent Corporation
1577	Y Chen	Saarland University
1578	Y Chen	Shanghai University of Finance and Economics
1579	Y Cheng	Google Research
1580	YC Hsu	Assistant Professor, Informatics Institute, University of Amsterdam
1581	Y Du	University of Science and Technology of China
1582	Y Fan	University of Science and Technology of China
1583	Y Fang	McMaster University
1584	Y Feng	Professor of Institute of Computing Technology, Chinese Academy of Sciences
1585	YF Hassan	Professor of Computer Science - Alexandria University- Pharos University
1586	Y Gao	Doctoral Student at Institute of Neuroinformatics, University of Zurich and ETH Zurich
1587	Y Goldberg	Professor, Bar Ilan University
1588	Y Gong	Horizon Robotics, Inc.
1589	Y Graham	Assistant Professor, Trinity College Dublin
1590	Y He	Microsoft
1591	Y He	PhD Student in Computer Science, University of Oxford
1592	Y Hu	LatticeFlow AG
1593	YJ Choe	PhD Student, Carnegie Mellon University
1594	YJ Kim	Microsoft (Machine Translation Group), Georgia Tech. (CSE)
1595	YJ Lee	Associate Professor of Computer Sciences, UW-Madison
1596	Y Kant	University of Toronto
1597	Y Kantor	IBM
1598	Y Katz	IBM Research AI
1599	Y Kim	Postech
1600	Y Kim	Assistant Professor, MIT
1601	YK Thu	LST Lab., NECTEC (Thai), NLP Research Lab, UTYCC (Myanmar), Language Understanding Lab., (Myanmar)
1602	Y Lepage	professeur, IPS, université Waseda
1603	Y Li	Northeastern University
1604	Y Li	The Chinese University of Hong Kong
1605	Y Liu	Professor of Computer Science, Tsinghua University
1606	Y Liu	University Leadership Forum Chair Professor, Nanyang Technological University
1607	Y Liu	Amazon
1608	Y Lu	PhD candidate, University of Cambridge
1609	Y Lu	University of Pennsylvania, Amazon
1610	Y Moslem	ADAPT Centre, Dublin City University
1611	YN Dauphin	Google AI
1612	Y Nishimura	Nara Institute Science and Technology
1613	Y Pruksachatkun	New York University
1614	Y Scherrer	Department of Digital Humanities, University of Helsinki
1615	Y Shi	Microsoft
1616	Y Shi	Professor
1617	Y Sun	EECS, UC Berkeley
1618	Y Sung	Research Scientist, Google
1619	Y Tan	Professor, Peking University
1620	Y Tian	Software Engineer, Google Inc.
1621	Y Tong	Institute of Artificial Intelligence, Beihang University
1622	Y Vyas	Amazon AI
1623	Y Wan	NLP2CT Lab, University of Macau
1624	Y Wang	Microsoft
1625	Y Wang	Faculty of Information Technology, Beijing University of Technology
1626	Y Wang	NLP Reseacher, Unisound
1627	Y Wang	Shanghai Jiao Tong University
1628	Y Wang	Microsoft Research
1629	Y Wang	Microsoft Research Asia
1630	Y Wu	Huawei Noah's Ark Lab
1631	Y Xia	Microsoft Research Asia
1632	Y Xiang	Peng Cheng Laboratory, China
1633	Y Xing	NTNU
1634	Y Yang	Hanshin University
1635	Y Yang	Apple AI/ML
1636	Y Yordanov	DPhil Student in Computer Science at the University of Oxford
1637	Y Zhai	Postdoctoral Researcher, Beijing Foreign Studies University
1638	Y Zhang	Westlake University
1639	Y Zhang	Google
1640	Y Zhang	Alibaba.inc
1641	Y Zhang	Principal Applied Scientist, AWS AI HLT
1642	Y Zhang	Research Scientist, ByteDance
1643	Y Zhang	Research Scientist @ Apple MLR
1644	Y Zhao	Institute of Automation, Chinese Academy of Sciences
1645	Y Zhou	Senior Research Director, Salesforce Research
1646	Y Zhu	University of Science and Technology of China
1647	Y Zou	Fudan University
1648	Z Abidin	Assistant Professor of Natural Language Processing at Universitas Teknokrat Indonesia
1649	Ž Agić	Unity
1650	Z Beloki	Elhuyar
1651	Z Chen	School of Computer Science, Fudan University
1652	Z Chen	Renmin University of China
1653	Z Chi	Beijing Institute of Technology
1654	ZG Yang	Pázmány Péter Catholic University
1655	Z He	Researcher of Natural Language Processing, Baidu
1656	Z Hu	Assistant Professor at UC San Diego
1657	Z Hu	Carnegie Mellon University
1658	Z Jiang	Johns Hopkins University
1659	Z Jin	Dept. of Civil and Environmental Engineering., KAIST
1660	Z Jin	Max Planck Institute & ETH Zürich
1661	Z Li	Engineer, 2012 Lab, Huawei Co. LTD
1662	Z Li	Beihang University
1663	Z Li	Soochow University
1664	Z Li	Alibaba
1665	Z Li	School of Computer Science and Engineering, University of New South Wales
1666	Z Li	Imperial College London
1667	Z Li	Shanghai Jiao Tong University
1668	Z Li	Tencent
1669	Z Lin	ByteDance AI Lab
1670	Z Liu	Northeastern University
1671	Z Liu	University of Georgia
1672	Z Liu	Zhejiang University
1673	Z Mao	Kyoto University
1674	Z Su	Professor of Computer Science, ETH Zurich
1675	Z Sun	Zhongguancun Laboratory
1676	Z Sun	ByteDance AI Lab
1677	Z Tan	Tsinghua University
1678	Z Tang	suchow university
1679	Z Tu	Principal Researcher, Tencent AI Lab
1680	Z Wang	Professor at College of Computer Science and Technology, Zhejiang University
1681	Z Wang	Imperial College London
1682	Z Wang	Michigan State University
1683	Z Wu	Unknown affiliation
1684	Z Wu	Philips Research; University of Cagliari
1685	Z Wu	Engineer, 2012 Lab, Huawei Co. LTD
1686	Z Xie	Sapling.ai
1687	Z Xing	Senior Principal Research Scientist, CSIRO's Data61 & Australian National University
1688	Z Xu	Harbin Institute of Technology, Shenzhen & Peng Cheng Lab
1689	Z Yang	tencent
1690	Z Yang	Tsinghua University
1691	Z Yang	Carnegie Mellon University
1692	ZY Dou	University of California, Los Angeles
1693	Z Yuan	Lecturer (Assistant Professor), King’s College London
1694	Z Yu	Columbia University
1695	Z Yu	Engineer, 2012 Lab, Huawei Co. LTD
1696	Z Zeng	Beijing University of Posts and Telecommunications
1697	Z Zeng	Ph.D. Candidate, University of Illinois at Urbana-Champaign
1698	Z Zhang	Carnegie Mellon University
1699	Z Zhang	Shanghai Jiao Tong University
1700	Z Zhang	LIMSI, CNRS, Université Paris-Saclay
1701	Z Zhang	Tencent AI Lab
1702	Z Zheng	ByteDance AI Lab
1703	ZZ Hlaing	School of Information Technology,  King Mongkut's Institute of Technology
1704	Z Zhu	Unknown affiliation
1705	АП Наумова	Volgograd State University (Волгоградский государственный университет)
1706	ВА Митягина	Волгоградский государственный университет (Volgograd State University)
